"created_at","user_id","screen_name","status_id","full_text"
"Tue Nov 22 01:05:21 +0000 2022","1055998106519658496","OliverJCochrane","1594859544768909313","The efficiency after contact was incredible. He runs through you (see vs. Miami) and he runs by you (see vs. Denver).

The #Jets one of the league's finest for the future if Breece Hall bounces back well from the ACL.

#nflverse https://t.co/gTvoEl40vE https://t.co/VDU29zLPsY"
"Tue Nov 22 01:13:43 +0000 2022","1055998106519658496","OliverJCochrane","1594861650620055552","Saleh and Douglas are certainly building something historically special here.

✈️ One of the best rushing attacks in franchise history before the Hall injury.
✈️ Great passing personnel held to **2020 Gase/Darnold numbers** by the young QB.
✈️ A top-3 defense.
#nflverse #Jets https://t.co/vhnAU1gguQ https://t.co/KcvC932tiX"
"Thu Nov 17 21:18:12 +0000 2022","1103787522084257793","Doug_Analytics","1593352831578345472","How valuable is rushing for each QB?

Total EPA vs Total Rushing EPA

Daniel Jones:
Total EPA = 49.6 (10th)
Total Rushing EPA = 25.7 (4th)

More than half of Jones’ EPA comes from rushing!

If you subtract out EPA from all QB runs, Jones would rank 14th in EPA/play

#nflverse https://t.co/tMuPev9sDr"
"Fri Nov 18 03:41:06 +0000 2022","1103787522084257793","Doug_Analytics","1593449190394314756","Added EPA/Play from All QB Rushes

• Tua has the highest overall EPA/play despite a negative EPA/play on QB rushes

• Fields (and Kyler and Russ) have a +EPA/play bc of their QB Rushes

• Daniel Jones has the 4th highest added EPA/play from rushes

Data: #nflverse https://t.co/mxXuZpizji"
"Tue Nov 22 16:35:44 +0000 2022","1205557554442575878","mrcaseb","1595093684223180800","I was interested in the most likely playoff matchups in the wild card round. 50k simulations of the remainder of the current season resulted in the following matchups.
Dolphins at Ravens would be my favorite matchup.
#nflverse #rstats https://t.co/XU8SReuZVT"
"Tue Nov 22 21:48:19 +0000 2022","1205557554442575878","mrcaseb","1595172347002163209","I dug out some old code on one of the first things I did with NFL play-by-play data. Special teams epa per play. 
#nflverse 
CC:@arjunmenon100 https://t.co/PLidJm63dG"
"Wed Nov 23 18:00:00 +0000 2022","1205557554442575878","mrcaseb","1595477280263876608","A while ago, @LukeBraunNFL posted a chart showing Vikings point differential by game minute. I ""zoomed in"" a little and computed it by game second for all teams.
There is so much to see in this chart, I love it.
Data: #nflverse https://t.co/c75962qSnm"
"Thu Nov 24 17:30:46 +0000 2022","1584640626892627973","sergiofidanli","1595832311576240130","Day 31 (1/2): For #Thanksgiving2022  I'll do a quick analysis of Thanksgiving Day games since 1999 (data courtesy of #nflverse). 

Some fun facts:
1. Detroit has lost 70% of their games
2. The Rams (LA or STL), Browns, and Jags haven't played on Thanksgiving

#100daysofcoding"
"Thu Nov 24 17:32:11 +0000 2022","179374572","stephenlacman","1595832667626512385","Updated prior to Week 12: Relative team efficiency scores, constructed using a blend of z-score standardized EPA/P and SR%

Data is from weeks 2-11. Early downs, opponent adjusted, turnovers are excluded, garbage time is excluded

#nflverse https://t.co/X0yzvyIsGV"
"Fri Nov 18 13:06:12 +0000 2022","246560112","tsomers32","1593591402927202305","The entire #nflverse has been such a foundational piece of my journey as a fan, and an analyst in my work. That community constantly surprises me and inspires new ways of thinking. Shout out to @reinhardNFL in particular for his quality of work and kindness in interactions. (2/4)"
"Thu Nov 17 22:00:31 +0000 2022","29360193","davisj2007","1593363479909498880","Week 11 of the #nfl season kicks off tonight, so let's take a look at what my models sees as the current state of the league #nflverse #rstats"
"Thu Nov 17 22:00:37 +0000 2022","29360193","davisj2007","1593363502944616456","Jumping ahead to Week 11 picks, the model likes @packers, despite conventional wisdom, and sees a @Saints victory over a reeling @RamsNFL team.  #nflverse https://t.co/mlJh3tp2vZ"
"Mon Nov 21 17:58:33 +0000 2022","3067061292","josephjefe","1594752137107480576","KC vs LAC Snaps by Formations!!! Here's KC's offense. Successful in every formation that had multiple snaps. Jet is still getting the majority of the 11 personnel RB snaps. Watson is clearly the JuJu replacement. Moore with a season high % of everything. 

#nflverse #rstats https://t.co/WOhj0UxRey"
"Mon Nov 21 17:58:33 +0000 2022","3067061292","josephjefe","1594752140114698240","Defense. Mixed bag here, as is typically the case when you face a good offense. Our defense did well in 3-3-5 and 3-2-6, not so great in 4-2-5 or 4-3-4. Karlaftis with a season low snap %.

NOTE: Dunlap is officially listed as a LB. Blame KC and NFL for that. 

#nflverse #rstats https://t.co/WZyca5BpFO"
